id,basisOfRecord,organismName,organismQuantity,organismQuantityType,occurrenceID,occurrenceStatus,scientificName,scientificNameID,taxonID,kingdom
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Dinophysis_spp,30,Cells per L,2010-09-09T17:12:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-09T17:12:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-09T17:12:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-09T17:12:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-09T17:12:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-09T17:12:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-09T17:12:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-09T17:12:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-09T17:12:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-09T18:45:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-09T18:45:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Dinophysis_spp,1177.5,Cells per L,2010-09-09T18:45:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-09T18:45:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-09T18:45:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-09T18:45:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-09T18:45:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-09T18:45:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-09T18:45:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-09T18:45:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-09T18:45:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-15T14:30:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-15T14:30:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Dinophysis_spp,555,Cells per L,2010-09-15T14:30:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-15T14:30:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-15T14:30:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-15T14:30:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-15T14:30:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-15T14:30:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-15T14:30:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-15T14:30:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-15T14:30:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-15T17:23:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-15T17:23:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Dinophysis_spp,52.5,Cells per L,2010-09-15T17:23:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-15T17:23:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-15T17:23:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-15T17:23:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-15T17:23:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-15T17:23:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-15T17:23:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-15T17:23:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-15T17:23:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-16T20:21:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-16T20:21:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Dinophysis_spp,907.5,Cells per L,2010-09-16T20:21:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-16T20:21:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-16T20:21:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-16T20:21:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-16T20:21:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-16T20:21:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-16T20:21:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-16T20:21:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-16T20:21:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-20T13:50:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-20T13:50:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Dinophysis_spp,52.5,Cells per L,2010-09-20T13:50:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-20T13:50:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-20T13:50:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-20T13:50:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-20T13:50:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-20T13:50:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-20T13:50:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-20T13:50:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-20T13:50:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Alexandrium,75,Cells per L,2010-09-29T15:00:00UTC_Alexandrium,present,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-29T15:00:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Dinophysis_spp,15,Cells per L,2010-09-29T15:00:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-29T15:00:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-29T15:00:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-29T15:00:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-29T15:00:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-29T15:00:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-29T15:00:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-29T15:00:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-29T15:00:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-30T18:20:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-30T18:20:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Dinophysis_spp,862.5,Cells per L,2010-09-30T18:20:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-30T18:20:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-30T18:20:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-30T18:20:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-30T18:20:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-30T18:20:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-30T18:20:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-30T18:20:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2010-09-30T18:20:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-10-01T17:05:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-10-01T17:05:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Dinophysis_spp,22.5,Cells per L,2010-10-01T17:05:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-10-01T17:05:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Karenia,0,Cells per L,2010-10-01T17:05:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-10-01T17:05:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-10-01T17:05:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-10-01T17:05:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
